OBJECTID,BoroCode,BoroCT,BldgArea,ResArea,Res_pct,TotalPop,LowMod_Population,LoMod_pct,Eligibility,CT_text
"1,109",3,3056000,"18,82,140","18,10,253",0.961805711,"3,660","2,465",0.673497268,CD Eligible,3056000
"1,110",3,3056100,"29,85,908","15,90,384",0.53262994,"3,005","1,315",0.437603993,Ineligible,3056100
"1,111",3,3056200,"8,19,187","7,50,025",0.915572391,"1,520",655,0.430921053,Ineligible,3056200
"1,112",3,3056300,"50,62,108.51","34,32,763",0.678129083,"4,450","2,400",0.539325843,CD Eligible,3056300
"1,113",3,3056400,"12,51,692","10,48,981",0.838050415,"2,545","1,105",0.434184676,Ineligible,3056400
"1,114",3,3056500,"28,69,666","17,12,149",0.59663703,"3,130","1,345",0.42971246,Ineligible,3056500
"1,115",3,3056600,"12,56,753","9,80,045",0.779823084,"2,730","1,085",0.397435897,Ineligible,3056600
"1,116",3,3056800,"6,44,170","4,92,987",0.765305742,"1,380",500,0.362318841,Ineligible,3056800
"1,117",3,3056900,"13,79,159","7,58,508",0.549978646,"1,425",705,0.494736842,Ineligible,3056900
"1,118",3,3057000,"21,22,831","15,29,216",0.720366341,"3,145","1,450",0.461049285,Ineligible,3057000
"1,119",3,3057100,"20,68,709","17,57,736",0.849677746,"3,875","2,120",0.547096774,CD Eligible,3057100
"1,120",3,3057200,"22,50,537","22,33,841",0.992581326,"4,955","4,570",0.922300706,CD Eligible,3057200
"1,121",3,3057300,"16,89,947","10,59,853",0.627151621,"2,375","1,290",0.543157895,CD Eligible,3057300
"1,122",3,3057400,"11,41,489","7,85,888",0.688476192,"2,880","1,175",0.407986111,Ineligible,3057400
"1,123",3,3057500,"25,31,022","20,89,441",0.825532532,"4,015","1,720",0.428393524,Ineligible,3057500
"1,124",3,3057600,"13,08,238","10,13,896",0.775008829,"3,070","1,545",0.503257329,Ineligible,3057600
"1,125",3,3057800,"16,65,571","12,20,425",0.732736701,"3,260","2,280",0.699386503,CD Eligible,3057800
"1,126",3,3057900,"36,41,533","5,20,356",0.142894764,"1,020",530,0.519607843,Ineligible,3057900
"1,127",3,3058000,"13,94,082","11,58,643",0.831115386,"4,000","2,465",0.61625,CD Eligible,3058000
"1,128",3,3058200,"13,24,498","10,62,029",0.80183511,"3,150","2,055",0.652380952,CD Eligible,3058200
"1,129",3,3058400,"16,83,762","14,34,167",0.851763492,"3,305","1,660",0.502269289,Ineligible,3058400
"1,130",3,3058600,"10,23,890","7,29,689",0.71266347,"2,660","1,790",0.672932331,CD Eligible,3058600
"1,131",3,3058800,"17,20,224","14,31,510",0.832164881,"3,495","1,580",0.452074392,Ineligible,3058800
"1,132",3,3058900,"26,86,902","7,99,137",0.297419482,"1,785",590,0.330532213,Ineligible,3058900
"1,133",3,3059000,"8,05,203","5,82,139",0.722971723,"1,895","1,085",0.572559367,CD Eligible,3059000
"1,134",3,3059100,"18,67,653","15,89,913",0.851289292,"3,820","1,630",0.426701571,Ineligible,3059100
"1,135",3,3059200,"22,15,868","16,03,486",0.72363787,"4,600","2,215",0.481521739,Ineligible,3059200
"1,136",3,3059300,"17,02,012","8,87,935",0.521697262,"2,040",915,0.448529412,Ineligible,3059300
"1,137",3,3059401,"34,00,270","28,03,100",0.824375711,"7,735","4,130",0.533936652,CD Eligible,3059401
"1,138",3,3059402,"26,25,226","18,20,373",0.693415729,"4,815","2,010",0.417445483,Ineligible,3059402
"1,139",3,3059600,"16,49,659","11,82,727",0.716952413,"2,450",920,0.375510204,Ineligible,3059600
"1,140",3,3059800,"14,66,777","13,12,806",0.89502767,"3,475","1,670",0.48057554,Ineligible,3059800
"1,141",3,3060000,"36,80,582","29,32,250",0.796681068,"5,970","2,970",0.497487437,Ineligible,3060000
"1,142",3,3060600,"19,08,026","13,37,333",0.70089873,"2,470","1,620",0.655870445,CD Eligible,3060600
"1,143",3,3060800,"24,39,938","17,50,601",0.717477657,"3,125","1,760",0.5632,CD Eligible,3060800
"1,144",3,3061002,"29,65,176.54","27,81,834",0.938168086,"4,285","1,570",0.366394399,Ineligible,3061002
"1,145",3,3061003,"6,75,043","5,09,989",0.755491132,"1,840","1,335",0.725543478,CD Eligible,3061003
"1,146",3,3061004,"36,84,419","28,25,961",0.767003156,"6,225","4,595",0.73815261,CD Eligible,3061004
"1,147",3,3061200,"9,38,529","7,93,254",0.845209898,875,360,0.411428571,Ineligible,3061200
"1,148",3,3061600,"17,63,011","9,10,123",0.516232173,"1,225",380,0.310204082,Ineligible,3061600
"1,149",3,3062000,"13,79,496","11,36,268",0.823683432,"1,890",515,0.272486772,Ineligible,3062000
"1,150",3,3062200,"18,97,817","14,07,338",0.74155622,"2,815","1,440",0.511545293,CD Eligible,3062200
"1,151",3,3062600,"16,07,283","11,25,921",0.700511982,"2,655","1,680",0.632768362,CD Eligible,3062600
"1,152",3,3062800,"29,57,210.98","20,21,631",0.683627585,"5,130","2,180",0.424951267,Ineligible,3062800
"1,153",3,3063200,"8,22,919","7,07,361",0.859575487,"1,445",620,0.429065744,Ineligible,3063200
"1,154",3,3063600,"6,07,827","5,00,298",0.823092755,"1,350",315,0.233333333,Ineligible,3063600
"1,155",3,3063800,"7,34,544","6,07,178",0.82660535,"1,635",725,0.443425076,Ineligible,3063800
"1,156",3,3064000,"7,59,565","6,29,331",0.828541336,"2,015",680,0.337468983,Ineligible,3064000
"1,157",3,3064200,"17,38,655","12,50,085",0.71899543,"2,435","1,340",0.550308008,CD Eligible,3064200
"1,158",3,3064400,"10,75,176","8,52,441",0.792838568,"2,805","1,185",0.422459893,Ineligible,3064400
"1,159",3,3064600,"9,71,778","7,21,935",0.742901156,"2,400",830,0.345833333,Ineligible,3064600
"1,160",3,3064800,"7,71,749","7,07,229",0.916397689,"1,910","1,005",0.52617801,CD Eligible,3064800
"1,161",3,3065000,"8,74,736","5,74,659",0.656951354,"1,310",535,0.408396947,Ineligible,3065000
"1,162",3,3065200,"6,89,417","4,67,732",0.678445701,"1,240",410,0.330645161,Ineligible,3065200
"1,163",3,3065400,"7,01,400","6,37,342",0.908671229,"1,765",530,0.300283286,Ineligible,3065400
"1,164",3,3065600,"7,41,024","6,70,322",0.904588785,"1,825",585,0.320547945,Ineligible,3065600
"1,165",3,3065800,"8,53,412","6,63,490",0.777455672,"1,955",580,0.296675192,Ineligible,3065800
"1,166",3,3066000,"7,80,870","6,72,947",0.861791335,"2,055",690,0.335766423,Ineligible,3066000
"1,167",3,3066200,"10,61,639","5,31,790",0.500914153,"1,725",675,0.391304348,Ineligible,3066200
"1,168",3,3066600,"2,27,970",0,0,0,0,,Ineligible,3066600
"1,169",3,3067000,"10,49,970","8,12,545",0.773874492,"2,765","1,250",0.452079566,Ineligible,3067000
"1,170",3,3067200,"7,63,119","3,83,303",0.502284703,"1,700",940,0.552941176,CD Eligible,3067200
"1,171",3,3067400,"8,26,852","6,62,859",0.801665836,"1,930",820,0.424870466,Ineligible,3067400
"1,172",3,3067600,"7,09,420","4,79,575",0.67600998,"2,055",715,0.347931873,Ineligible,3067600
"1,173",3,3067800,"10,47,162","8,92,326",0.852137492,"2,375",685,0.288421053,Ineligible,3067800
"1,174",3,3068000,"8,23,802","5,51,770",0.66978473,"2,155","1,215",0.563805104,CD Eligible,3068000
"1,175",3,3068200,"9,84,518","7,76,725",0.788939359,"3,040",820,0.269736842,Ineligible,3068200
"1,176",3,3068600,"7,63,720","6,62,518",0.867488085,"1,660",915,0.551204819,CD Eligible,3068600
"1,177",3,3068800,"7,32,537","5,99,933",0.818979792,"1,855",490,0.264150943,Ineligible,3068800
"1,178",3,3069000,"8,22,728","5,99,791",0.72902709,"1,795",770,0.428969359,Ineligible,3069000
"1,179",3,3069200,"9,37,096","8,02,340",0.856198298,"2,840","1,035",0.36443662,Ineligible,3069200
"1,180",3,3069601,"19,19,739","15,03,430",0.783142917,"4,035","2,335",0.578686493,CD Eligible,3069601
"1,181",3,3069602,"32,34,496","25,47,108",0.787482192,"6,665","2,385",0.35783946,Ineligible,3069602
"1,182",3,3069800,"39,44,667.80","5,61,558",0.142358756,"1,450",555,0.382758621,Ineligible,3069800
"1,183",3,3070000,"8,90,275","7,24,072",0.81331274,"1,790",790,0.441340782,Ineligible,3070000
"1,184",3,3070201,"46,49,241.06","35,45,553.48",0.762609087,"6,020","2,880",0.478405316,Ineligible,3070201
"1,185",3,3070202,"2,43,75,069.74",0,0,15,0,0,Ineligible,3070202
"1,186",3,3070203,0,0,,0,0,,Ineligible,3070203
"1,187",3,3070600,"17,10,647.95","12,38,364.52",0.723915473,"2,750",790,0.287272727,Ineligible,3070600
"1,188",3,3072000,"8,59,972","6,74,671",0.784526706,"1,970","1,115",0.565989848,CD Eligible,3072000
"1,189",3,3072200,"12,29,669","7,81,082",0.635196951,"2,895","1,640",0.566493955,CD Eligible,3072200
"1,190",3,3072400,"9,24,291","5,48,291",0.593201708,"2,030",805,0.396551724,Ineligible,3072400
"1,191",3,3072600,"13,84,869","7,05,732",0.509601991,"2,110",760,0.360189573,Ineligible,3072600
"1,192",3,3072800,"16,71,195","13,53,474",0.809883945,"4,050","1,640",0.404938272,Ineligible,3072800
"1,193",3,3073000,"9,53,372","7,24,791",0.760239445,"2,535",650,0.256410256,Ineligible,3073000
"1,194",3,3073200,"7,97,212","6,92,942",0.869206685,"2,860","1,245",0.435314685,Ineligible,3073200
"1,195",3,3073400,"6,56,827","5,83,102",0.887755832,"2,360",880,0.372881356,Ineligible,3073400
"1,196",3,3073600,"13,44,294","11,07,593",0.823921702,"3,615","1,955",0.540802213,CD Eligible,3073600
"1,197",3,3073800,"14,31,453","11,25,117",0.785996467,"3,570","2,030",0.568627451,CD Eligible,3073800
"1,198",3,3074000,"12,63,958","10,83,913",0.857554602,"4,265","2,535",0.594372802,CD Eligible,3074000
"1,199",3,3074200,"13,50,098","10,85,811",0.804246062,"3,575","1,710",0.478321678,Ineligible,3074200
"1,200",3,3074400,"9,30,359","8,67,875",0.932838829,"2,490",765,0.307228916,Ineligible,3074400
"1,201",3,3074600,"12,08,163","7,26,314",0.601172193,"2,250","1,170",0.52,CD Eligible,3074600
"1,202",3,3074800,"13,04,411","9,23,554",0.708023775,"1,905",995,0.522309711,CD Eligible,3074800
"1,203",3,3075000,"13,98,199","12,61,145",0.901978188,"2,880","1,695",0.588541667,CD Eligible,3075000
"1,204",3,3075200,"8,48,331","8,32,068",0.980829417,"1,020",300,0.294117647,Ineligible,3075200
"1,205",3,3075400,"10,07,262","7,80,776",0.775146883,"1,545",645,0.417475728,Ineligible,3075400
"1,206",3,3075600,"9,83,545","9,31,685",0.947272367,"1,965",905,0.460559796,Ineligible,3075600
"1,207",3,3075800,"11,81,888","11,39,298",0.963964437,"1,845",490,0.265582656,Ineligible,3075800
"1,208",3,3076000,"16,45,645","15,14,256",0.920159573,"3,015","1,405",0.466003317,Ineligible,3076000
"1,209",3,3076200,"21,00,639","19,93,683",0.949084064,"4,860","3,445",0.708847737,CD Eligible,3076200
"1,210",3,3076400,"18,23,640","17,37,397",0.95270832,"4,075","2,795",0.685889571,CD Eligible,3076400
"1,211",3,3076600,"9,96,770","9,43,631",0.946688805,"2,460","1,290",0.524390244,CD Eligible,3076600
"1,212",3,3076800,"29,86,804","17,57,491",0.588418591,"3,280","1,930",0.588414634,CD Eligible,3076800
"1,213",3,3077000,"15,06,345","12,21,857",0.81114021,"3,300","2,000",0.606060606,CD Eligible,3077000
"1,214",3,3077200,"40,32,752","15,99,062",0.396518804,"2,915","1,375",0.471698113,Ineligible,3077200
"1,215",3,3077400,"21,83,793","12,04,027",0.551346671,"3,330","2,470",0.741741742,CD Eligible,3077400
"1,216",3,3077600,"18,04,134.87","16,23,401.89",0.899822911,"3,945","1,910",0.484157161,Ineligible,3077600
"1,217",3,3078000,"8,30,304","7,48,037",0.900919422,"2,575",775,0.300970874,Ineligible,3078000
"1,218",3,3078200,"14,16,107","13,04,324",0.921063168,"4,685","2,620",0.55923159,CD Eligible,3078200
"1,219",3,3078400,"10,00,638","9,02,179",0.901603777,"2,810",840,0.298932384,Ineligible,3078400
"1,220",3,3078600,"19,75,581","16,69,493",0.845064313,"4,880","3,500",0.717213115,CD Eligible,3078600
"1,221",3,3078800,"14,39,477","11,17,342",0.776213861,"3,235","2,455",0.758887172,CD Eligible,3078800
"1,222",3,3079000,"20,90,722","18,13,956",0.867621807,"5,275","3,335",0.632227488,CD Eligible,3079000
"1,223",3,3079200,"19,73,446","13,59,306",0.688798173,"3,395","2,385",0.702503682,CD Eligible,3079200
"1,224",3,3079400,"23,96,201","7,08,826",0.295812413,"1,955","1,475",0.754475703,Ineligible,3079400
"1,225",3,3079601,"20,28,623","18,84,659",0.929033635,"4,720","2,655",0.5625,CD Eligible,3079601
"1,226",3,3079602,"23,61,077","20,70,086",0.876754972,"4,640","3,380",0.728448276,CD Eligible,3079602
"1,227",3,3079801,"17,15,642","15,67,029",0.913377616,"2,890","1,510",0.522491349,CD Eligible,3079801
"1,228",3,3079802,"26,94,530","24,58,089",0.912251487,"5,960","4,175",0.700503356,CD Eligible,3079802
"1,229",3,3080000,"18,62,923","15,48,565",0.831255505,"3,790","1,915",0.505277045,Ineligible,3080000
"1,230",3,3080200,"22,87,615","19,06,719",0.833496458,"5,030","3,645",0.724652087,CD Eligible,3080200
"1,231",3,3080400,"17,76,565","12,96,738",0.729913063,"3,255","2,405",0.738863287,CD Eligible,3080400
"1,232",3,3080600,"15,99,193","12,62,065",0.789188672,"4,215","3,150",0.747330961,CD Eligible,3080600
"1,233",3,3080800,"37,47,695","5,75,092",0.153452189,280,280,1,Ineligible,3080800
"1,234",3,3081000,"16,49,250","9,57,575",0.5806124,"2,195","1,325",0.603644647,CD Eligible,3081000
"1,235",3,3081400,"11,76,979","8,79,610",0.747345535,"2,795","1,810",0.647584973,CD Eligible,3081400
"1,236",3,3081600,"23,32,040","9,37,417",0.401972951,"2,835","2,005",0.707231041,Ineligible,3081600
"1,237",3,3081800,"25,58,468","21,81,122",0.852510956,"4,250","2,960",0.696470588,CD Eligible,3081800
"1,238",3,3082000,"25,68,863","19,60,287",0.76309519,"4,850","3,855",0.794845361,CD Eligible,3082000
"1,239",3,3082200,"36,22,934","32,00,426",0.883379603,"7,405","5,545",0.748818366,CD Eligible,3082200
"1,240",3,3082400,"21,72,402","17,84,151",0.821280316,"4,320","2,860",0.662037037,CD Eligible,3082400
"1,241",3,3082600,"20,56,093","17,70,763",0.861227094,"4,880","2,960",0.606557377,CD Eligible,3082600
"1,242",3,3082800,"16,23,482","12,94,998",0.79766699,"3,610","2,375",0.657894737,CD Eligible,3082800
"1,243",3,3083000,"20,84,267","19,74,391",0.947283146,"6,025","4,030",0.668879668,CD Eligible,3083000
"1,244",3,3083200,"8,10,813","7,05,705",0.87036715,"2,340","1,145",0.489316239,Ineligible,3083200
"1,245",3,3083400,"6,17,111","5,56,728",0.902152125,"1,655",680,0.410876133,Ineligible,3083400
"1,246",3,3083600,"12,63,129","5,14,866",0.407611574,"2,005",965,0.481296758,Ineligible,3083600
"1,247",3,3083800,"9,02,418","7,30,640",0.809646971,"2,400","1,215",0.50625,Ineligible,3083800
"1,248",3,3084000,"10,93,923","7,28,860",0.666280899,"2,255","1,065",0.472283814,Ineligible,3084000
"1,249",3,3084600,"9,67,581","6,22,468",0.643323918,"1,700","1,025",0.602941176,CD Eligible,3084600
"1,250",3,3084800,"7,52,331","5,74,366",0.763448535,"1,595",750,0.470219436,Ineligible,3084800
"1,251",3,3085000,"6,03,053","4,54,851",0.754247139,"1,600",720,0.45,Ineligible,3085000
"1,252",3,3085200,"7,948",0,0,0,0,,Ineligible,3085200
"1,253",3,3085400,"7,10,858","6,06,376",0.853019872,"1,945","1,305",0.670951157,CD Eligible,3085400
"1,254",3,3085600,"15,29,282","12,76,616",0.83478129,"3,290","1,935",0.588145897,CD Eligible,3085600
"1,255",3,3085800,"8,67,821","7,53,304",0.86804076,"2,375","1,455",0.612631579,CD Eligible,3085800
"1,256",3,3086000,"13,35,683","10,99,197",0.822947511,"3,690","2,265",0.613821138,CD Eligible,3086000
"1,257",3,3086200,"12,32,052","10,37,842",0.842368666,"3,005","1,705",0.567387687,CD Eligible,3086200
"1,258",3,3086400,"8,98,837","7,02,318",0.781363028,"2,200","1,195",0.543181818,CD Eligible,3086400
"1,259",3,3086600,"13,95,137","10,90,037",0.781311799,"3,170","1,725",0.544164038,CD Eligible,3086600
"1,260",3,3086800,"14,87,848","10,69,854",0.719061356,"3,115","1,810",0.58105939,CD Eligible,3086800
"1,261",3,3087000,"12,63,379","9,93,940",0.786731456,"3,180","2,250",0.70754717,CD Eligible,3087000
"1,262",3,3087200,"11,41,732","10,09,452",0.884140937,"2,725","1,715",0.629357798,CD Eligible,3087200
"1,263",3,3087401,"12,69,922","11,26,605",0.887145037,"3,125","2,690",0.8608,CD Eligible,3087401
"1,264",3,3087600,"10,36,518","6,84,131",0.660028094,"1,690","1,130",0.668639053,CD Eligible,3087600
"1,265",3,3087800,"16,53,520","7,89,547",0.477494678,"2,280","1,650",0.723684211,Ineligible,3087800
"1,266",3,3088000,"16,38,944","11,29,056",0.68889236,"3,205","2,045",0.638065523,CD Eligible,3088000
"1,267",3,3088200,"27,54,207","23,09,285",0.838457313,"6,650","4,290",0.645112782,CD Eligible,3088200
"1,268",3,3088400,"18,09,713","16,04,988",0.886874328,"4,925","3,605",0.731979695,CD Eligible,3088400
"1,269",3,3088600,"18,44,882","14,87,645",0.806363225,"4,470","3,180",0.711409396,CD Eligible,3088600
"1,270",3,3088800,"15,99,672","12,57,650",0.786192419,"4,275","2,760",0.645614035,CD Eligible,3088800
"1,271",3,3089000,"32,95,451","18,73,454",0.568496998,"5,785","4,680",0.808988764,CD Eligible,3089000
"1,272",3,3089200,"18,48,083","13,21,555",0.715095047,"3,640","3,135",0.861263736,CD Eligible,3089200
"1,273",3,3089400,"14,20,624","12,62,186",0.888472953,"3,600","2,970",0.825,CD Eligible,3089400
"1,274",3,3089600,"15,31,779","12,79,023",0.834991862,"3,410","2,710",0.794721408,CD Eligible,3089600
"1,275",3,3089800,"7,94,172","6,76,949",0.852395955,"1,775","1,280",0.721126761,CD Eligible,3089800
"1,276",3,3090000,"26,34,278","19,62,615",0.745029568,"5,340","4,535",0.849250936,CD Eligible,3090000
"1,277",3,3090200,"16,90,470","12,72,344",0.752656953,"2,750","1,925",0.7,CD Eligible,3090200
"1,278",3,3090600,"22,12,435","15,53,939",0.702365945,"4,280","3,670",0.857476636,CD Eligible,3090600
"1,279",3,3090800,"26,01,025","12,50,727",0.480859277,"3,210","2,750",0.856697819,Ineligible,3090800
"1,280",3,3091000,"20,65,469","18,04,944",0.87386642,"6,090","5,940",0.975369458,CD Eligible,3091000
"1,281",3,3091200,"37,41,625","30,80,697",0.823358033,"6,625","6,290",0.949433962,CD Eligible,3091200
"1,282",3,3091600,"18,29,930","16,17,610",0.883973704,"4,780","3,700",0.774058577,CD Eligible,3091600
"1,283",3,3091800,"13,55,316","9,81,191",0.723957365,"3,055","2,200",0.720130933,CD Eligible,3091800
"1,284",3,3092000,"12,44,817","10,60,158",0.851657714,"3,410","2,220",0.651026393,CD Eligible,3092000
"1,285",3,3092200,"17,13,186","12,73,625",0.743424824,"2,880","2,200",0.763888889,CD Eligible,3092200
"1,286",3,3092400,"23,13,526","10,30,829",0.445566205,"3,360","2,520",0.75,Ineligible,3092400
"1,287",3,3092800,"11,54,752","8,29,087",0.717978406,"2,665","1,730",0.649155722,CD Eligible,3092800
"1,288",3,3093000,"12,43,938","7,02,382",0.564643897,"2,575","1,435",0.557281553,CD Eligible,3093000
"1,289",3,3093200,"14,04,764","3,52,104",0.250649931,"1,335",475,0.355805243,Ineligible,3093200
"1,290",3,3093400,"9,43,415","6,47,679",0.686526078,"2,465","1,300",0.527383367,CD Eligible,3093400
"1,291",3,3093600,"10,53,227","5,12,792",0.486876998,"1,880",905,0.481382979,Ineligible,3093600
"1,292",3,3093800,"9,44,322","8,18,800",0.86707712,"2,195","1,475",0.671981777,CD Eligible,3093800
"1,293",3,3094401,"17,96,465.99","11,15,489",0.620935217,"3,920","1,630",0.415816327,Ineligible,3094401
"1,294",3,3094402,"9,87,819","9,87,444",0.999620376,"2,905","2,710",0.932874355,CD Eligible,3094402
"1,295",3,3094600,"15,35,960","5,52,933",0.359991797,"1,975",975,0.493670886,Ineligible,3094600
"1,296",3,3095000,"16,20,067","9,48,626",0.585547388,"3,235","1,735",0.536321484,CD Eligible,3095000
"1,297",3,3095400,"16,79,215","15,41,103",0.917752045,"4,850","2,085",0.429896907,Ineligible,3095400
"1,298",3,3095600,"15,63,501","12,04,778",0.770564266,"4,620","2,470",0.534632035,CD Eligible,3095600
"1,299",3,3095800,"12,99,474","10,66,352",0.820602798,"3,820","2,095",0.548429319,CD Eligible,3095800
"1,300",3,3096000,"14,72,840","1,170",0.000794384,0,0,,Ineligible,3096000
"1,301",3,3096200,"8,49,962","4,53,530",0.53358856,"1,790",910,0.508379888,Ineligible,3096200
"1,302",3,3096400,"8,89,788","6,49,511",0.729961519,"2,210","1,325",0.599547511,CD Eligible,3096400
"1,303",3,3096600,"8,04,068","6,38,942",0.794636772,"2,355","1,080",0.458598726,Ineligible,3096600
"1,304",3,3096800,"7,01,870","4,24,193",0.604375454,"1,460",655,0.448630137,Ineligible,3096800
"1,305",3,3097000,"8,25,120","6,15,033",0.745386126,"2,185",840,0.384439359,Ineligible,3097000
"1,306",3,3097400,"11,37,798","4,68,610",0.411856938,"2,390","1,390",0.581589958,Ineligible,3097400
"1,307",3,3098200,"14,02,424","13,06,094",0.931311786,"4,125","3,615",0.876363636,CD Eligible,3098200
"1,308",3,3098400,"8,76,778","6,18,028",0.704885387,"2,035",985,0.484029484,Ineligible,3098400
"1,309",3,3098600,"9,67,000","7,27,794",0.752630817,"3,360","1,785",0.53125,CD Eligible,3098600
"1,310",3,3098800,"10,32,902","7,66,661",0.742239825,"2,815","1,530",0.543516874,CD Eligible,3098800
"1,311",3,3099000,"7,64,724","4,15,688",0.543579121,"1,540",800,0.519480519,CD Eligible,3099000
"1,312",3,3099200,"6,29,561","5,51,597",0.876161325,"2,095",980,0.46778043,Ineligible,3099200
"1,313",3,3099400,"7,55,122","5,96,519",0.789963741,"2,025","1,055",0.520987654,CD Eligible,3099400
"1,314",3,3099600,"15,21,420","10,84,655",0.712922796,"3,765","2,075",0.551128818,CD Eligible,3099600
"1,315",3,3099800,"15,27,552.85","12,35,282",0.808667275,"3,705","1,780",0.480431849,Ineligible,3099800
"1,316",3,3100400,"10,37,170","8,36,452",0.806475313,"2,830","1,210",0.427561837,Ineligible,3100400
"1,317",3,3100600,"8,33,489","6,43,177",0.771668252,"2,560","1,140",0.4453125,Ineligible,3100600
"1,318",3,3100800,"7,87,153","5,38,910",0.684631831,"2,125","1,120",0.527058824,CD Eligible,3100800
"1,319",3,3101000,"8,22,001","6,45,522",0.785305614,"2,040",900,0.441176471,Ineligible,3101000
"1,320",3,3101200,"6,55,463","4,86,533",0.742273782,"2,145",975,0.454545455,Ineligible,3101200
"1,321",3,3101400,"6,86,532","4,91,384",0.715748137,"2,240","1,245",0.555803571,CD Eligible,3101400
"1,322",3,3101600,"6,22,419","4,50,506",0.723798599,"1,575",400,0.253968254,Ineligible,3101600
"1,323",3,3101800,"9,23,103","6,35,334",0.688259057,"1,720",600,0.348837209,Ineligible,3101800
"1,324",3,3102000,"7,25,490","6,32,374",0.871650884,"2,130",760,0.356807512,Ineligible,3102000
"1,325",3,3102200,"7,61,845","5,90,391",0.774948973,"2,200","1,100",0.5,Ineligible,3102200
"1,326",3,3102400,"6,97,366","6,14,171",0.880701095,"2,110",885,0.41943128,Ineligible,3102400
"1,327",3,3102600,"10,49,131","8,99,180",0.857071233,"2,510",995,0.396414343,Ineligible,3102600
"1,328",3,3102800,"8,62,404.23","4,93,804",0.572589956,"1,530",775,0.506535948,Ineligible,3102800
"1,329",3,3103400,"34,62,593.62","15,26,800",0.440941146,"4,030","3,675",0.91191067,Ineligible,3103400
"1,330",3,3105801,"49,95,130","41,06,480",0.822096722,"6,350","5,425",0.854330709,CD Eligible,3105801
"1,331",3,3105804,"51,11,524","36,63,443",0.71670269,"6,400","5,120",0.8,CD Eligible,3105804
"1,332",3,3107000,"47,69,945.34","22,73,631",0.476657663,"1,140",455,0.399122807,Ineligible,3107000
"1,333",3,3107800,"27,21,200","14,55,863",0.535007717,"3,950","1,855",0.469620253,Ineligible,3107800
"1,334",3,3109800,"44,45,941","5,56,028",0.125064188,"1,840","1,145",0.622282609,Ineligible,3109800
"1,335",3,3110400,"40,66,706","14,37,412",0.353458549,"4,930","2,960",0.60040568,Ineligible,3110400
"1,336",3,3110600,"20,30,987","20,02,084",0.985768988,"4,440","3,730",0.84009009,CD Eligible,3110600
"1,337",3,3111000,"10,76,825","9,24,881",0.858896292,"3,400","3,150",0.926470588,CD Eligible,3111000
"1,338",3,3111600,"29,14,706","9,95,643",0.341592943,"3,405","2,570",0.754772394,Ineligible,3111600
"1,339",3,3111800,"11,56,789","9,20,678",0.79589104,"2,980","2,240",0.751677852,CD Eligible,3111800
"1,340",3,3112000,"10,80,623","9,53,711",0.882556636,"3,215","2,600",0.808709176,CD Eligible,3112000
"1,341",3,3112200,"11,75,059","9,45,616",0.804739166,"3,710","3,065",0.826145553,CD Eligible,3112200
"1,342",3,3112400,"14,42,065","12,11,463",0.840089039,"3,315","1,990",0.600301659,CD Eligible,3112400
"1,343",3,3112600,"17,40,793","13,67,446",0.785530502,"3,825","2,520",0.658823529,CD Eligible,3112600
"1,344",3,3112800,"16,38,251","12,20,666",0.745103162,"3,830","2,680",0.699738903,CD Eligible,3112800
"1,345",3,3113000,"18,31,792","15,02,730",0.820360609,"4,385","3,460",0.789053592,CD Eligible,3113000
"1,346",3,3113200,"13,31,183","10,58,846",0.795417309,"1,920","1,130",0.588541667,CD Eligible,3113200
"1,347",3,3113400,"15,69,713.71","9,30,525.71",0.592799632,"2,610","2,140",0.819923372,CD Eligible,3113400
"1,348",3,3114201,"6,65,528.21","5,34,079.21",0.802489214,"1,730","1,020",0.589595376,CD Eligible,3114201
"1,349",3,3114202,"9,01,380.79","7,95,800.79",0.882868593,"2,650","2,070",0.781132075,CD Eligible,3114202
"1,350",3,3114400,"28,74,683","6,57,595",0.228753918,"2,385","2,095",0.878406709,Ineligible,3114400
"1,351",3,3114600,"10,41,326","8,53,952",0.820062113,"3,065","2,620",0.854812398,CD Eligible,3114600
"1,352",3,3115000,"10,48,364","8,31,909",0.793530682,"2,775","1,825",0.657657658,CD Eligible,3115000
"1,353",3,3115200,"11,71,602","9,71,056",0.828827537,"3,210","2,455",0.764797508,CD Eligible,3115200
"1,354",3,3115600,"22,09,254.83","15,26,579.83",0.690993094,"4,150","3,505",0.844578313,CD Eligible,3115600
"1,355",3,3115800,"10,69,711","9,41,059",0.879732002,"2,920","1,780",0.609589041,CD Eligible,3115800
"1,356",3,3116000,"8,49,483","8,03,144",0.94545035,"2,135","1,550",0.725995316,CD Eligible,3116000
"1,357",3,3116200,"8,78,349","7,97,872",0.908376966,"2,070","1,205",0.582125604,CD Eligible,3116200
"1,358",3,3116400,"10,96,357","9,20,794",0.839866941,"3,105","2,255",0.726247987,CD Eligible,3116400
"1,359",3,3116600,"11,44,134","9,27,437",0.81060173,"2,865","2,225",0.776614311,CD Eligible,3116600
"1,360",3,3116800,"9,36,667","5,66,847",0.605174518,"1,575","1,275",0.80952381,CD Eligible,3116800
"1,361",3,3117000,"11,78,348","5,63,535",0.478241572,"1,605","1,330",0.828660436,Ineligible,3117000
"1,362",3,3117201,"8,28,705","7,45,237",0.899278996,"2,535","1,735",0.684418146,CD Eligible,3117201
