OBJECTID,BoroCode,BoroCT,BldgArea,ResArea,Res_pct,TotalPop,LowMod_Population,LoMod_pct,Eligibility,CT_text
"1,363",3,3117202,"11,76,238","10,23,766",0.870373173,"3,120","1,840",0.58974359,CD Eligible,3117202
"1,364",3,3117400,"13,67,060","11,33,697",0.829295715,"4,245","2,980",0.702002356,CD Eligible,3117400
"1,365",3,3117601,"8,94,792","7,26,882",0.812347451,"3,025","2,365",0.781818182,CD Eligible,3117601
"1,366",3,3117602,"10,65,582","8,50,383",0.798045575,"2,800","2,095",0.748214286,CD Eligible,3117602
"1,367",3,3117800,"7,14,733","3,98,092",0.556980019,"1,625","1,240",0.763076923,CD Eligible,3117800
"1,368",3,3118000,"4,33,410.24",0,0,0,0,,Ineligible,3118000
"1,369",3,3118201,"9,58,657","7,38,753",0.77061243,"3,055","2,030",0.664484452,CD Eligible,3118201
"1,370",3,3118202,"8,87,767","7,57,248",0.852980568,"2,765","1,830",0.661844485,CD Eligible,3118202
"1,371",3,3118400,"16,71,962","12,67,470",0.758073449,"5,425","3,980",0.733640553,CD Eligible,3118400
"1,372",3,3118600,"8,66,422","7,24,388",0.836068336,"2,770","1,855",0.66967509,CD Eligible,3118600
"1,373",3,3118800,"13,85,539","10,63,531",0.767593695,"4,510","3,305",0.732815965,CD Eligible,3118800
"1,374",3,3119000,"6,80,281","5,17,006",0.759988887,"2,605","2,280",0.875239923,CD Eligible,3119000
"1,375",3,3119200,"13,49,900","9,68,725",0.717627232,"3,225","2,190",0.679069767,CD Eligible,3119200
"1,376",3,3119400,"13,90,156","11,68,646",0.840658171,"3,625","2,580",0.711724138,CD Eligible,3119400
"1,377",3,3119600,"23,10,739","15,14,762",0.655531412,"4,855","3,630",0.747682801,CD Eligible,3119600
"1,378",3,3119800,"22,24,593","8,89,677",0.399927987,"3,320","2,775",0.835843373,Ineligible,3119800
"1,379",3,3120000,"9,32,632","6,52,207",0.699318702,"1,975","1,780",0.901265823,CD Eligible,3120000
"1,380",3,3120200,"5,37,142","4,18,655",0.779412148,"2,060","1,230",0.597087379,CD Eligible,3120200
"1,381",3,3120800,"23,36,158","19,14,400",0.819465122,"8,315","6,645",0.799158148,CD Eligible,3120800
"1,382",3,3121000,"11,40,688.44","11,36,208.44",0.996072547,"4,260","3,930",0.922535211,CD Eligible,3121000
"1,383",3,3121400,"16,47,240","16,47,240",1,"4,465","4,205",0.941769317,CD Eligible,3121400
"1,384",3,3122000,"34,12,450","19,13,151",0.560638544,"5,570","3,945",0.708258528,CD Eligible,3122000
"1,385",3,3123700,"42,07,563","21,09,319",0.501316082,"6,525","5,780",0.885823755,CD Eligible,3123700
"1,386",3,3150200,"18,12,712.73","9,80,650",0.540984781,"2,945","1,050",0.356536503,Ineligible,3150200
"1,387",3,3152200,"22,14,614","18,96,082",0.856168163,"3,745","1,625",0.433911883,Ineligible,3152200
"1,389",4,4000100,"1,33,44,273.71","60,36,651",0.452377636,"6,205","1,505",0.242546334,Ineligible,4000100
"1,390",4,4000200,"10,39,936.75","8,96,290",0.861869724,"3,365","1,745",0.518573551,CD Eligible,4000200
"1,391",4,4000400,"14,08,414","12,01,229",0.852894816,"4,560","2,725",0.597587719,CD Eligible,4000400
"1,392",4,4000600,"11,47,153","10,26,370",0.894710645,"3,795","2,195",0.578392622,CD Eligible,4000600
"1,393",4,4000700,"63,43,654","36,74,530",0.579245022,"5,820","2,010",0.345360825,Ineligible,4000700
"1,394",4,4000800,"10,23,298","9,82,625",0.960253025,"3,545","1,825",0.514809591,CD Eligible,4000800
"1,395",4,4001000,"11,15,669","9,84,852",0.882745689,"3,885","2,165",0.557271557,CD Eligible,4001000
"1,396",4,4001200,"16,33,727","13,49,648",0.826115991,"4,995","2,730",0.546546547,CD Eligible,4001200
"1,397",4,4001400,"13,82,815","12,56,434",0.908605996,"3,780","1,975",0.522486772,CD Eligible,4001400
"1,398",4,4001600,"9,91,106","8,42,237",0.849795077,"3,240","1,675",0.516975309,CD Eligible,4001600
"1,399",4,4001800,"11,39,616","9,55,064",0.838057732,"3,440","1,890",0.549418605,CD Eligible,4001800
"1,400",4,4001900,"1,82,77,149.05","84,89,415",0.464482452,"1,655",515,0.311178248,Ineligible,4001900
"1,401",4,4002000,"6,74,584","5,71,212",0.846761856,"1,950",880,0.451282051,Ineligible,4002000
"1,402",4,4002200,"8,84,602","7,52,335",0.85047852,"2,165","1,135",0.524249423,CD Eligible,4002200
"1,403",4,4002400,"9,00,920","6,99,729",0.776682724,"2,265","1,190",0.525386313,CD Eligible,4002400
"1,404",4,4002500,"22,21,675.39","21,74,450.44",0.978743542,"6,395","5,750",0.899139953,CD Eligible,4002500
"1,405",4,4002600,"8,75,470","7,78,766",0.889540475,"2,455","1,175",0.478615071,Ineligible,4002600
"1,406",4,4002800,"12,60,234","9,28,611",0.736856012,"2,970","1,835",0.617845118,CD Eligible,4002800
"1,407",4,4003000,"5,46,734","5,17,135",0.945862156,"1,585",985,0.621451104,CD Eligible,4003000
"1,408",4,4003100,"21,52,930","8,26,273",0.383789998,"1,055",710,0.672985782,Ineligible,4003100
"1,409",4,4003200,"6,86,823.83","4,71,076",0.685876027,"1,615",915,0.566563467,CD Eligible,4003200
"1,410",4,4003300,"67,90,155","23,38,635",0.344415555,"2,795","1,770",0.633273703,Ineligible,4003300
"1,411",4,4003400,"9,15,437.19","6,10,970",0.667407886,"2,375",995,0.418947368,Ineligible,4003400
"1,412",4,4003600,"9,52,667","8,73,849",0.917265949,"3,720","1,870",0.502688172,Ineligible,4003600
"1,413",4,4003700,"6,72,330.02","3,62,802",0.539618921,0,0,,Ineligible,4003700
"1,414",4,4003800,"10,86,289","6,92,787",0.637755699,"2,515","1,475",0.586481113,CD Eligible,4003800
"1,415",4,4003900,"11,54,283","4,04,090",0.350078794,"1,450",975,0.672413793,Ineligible,4003900
"1,416",4,4004001,"9,52,499","6,79,004",0.71286584,"2,210","1,120",0.50678733,Ineligible,4004001
"1,417",4,4004002,"6,63,479","3,66,116",0.551812491,"1,550",795,0.512903226,CD Eligible,4004002
"1,418",4,4004200,"12,65,206","9,93,916",0.78557642,"4,800","3,350",0.697916667,CD Eligible,4004200
"1,419",4,4004300,"13,02,235","8,93,644",0.686238659,"2,405","2,110",0.877338877,CD Eligible,4004300
"1,420",4,4004401,"11,53,151","9,31,590",0.807864712,"3,720","2,575",0.692204301,CD Eligible,4004401
"1,421",4,4004500,"25,15,110","18,59,332",0.739264684,"3,535","1,315",0.371994342,Ineligible,4004500
"1,422",4,4004700,"15,91,415","13,70,780",0.861359231,"4,010","2,985",0.744389027,CD Eligible,4004700
"1,423",4,4005000,"5,540",0,0,35,30,0.857142857,Ineligible,4005000
"1,424",4,4005100,"15,70,239","8,03,360",0.511616385,"2,185","1,590",0.727688787,CD Eligible,4005100
"1,425",4,4005200,"7,67,095","6,93,757",0.904395153,"2,745","1,740",0.633879781,CD Eligible,4005200
"1,426",4,4005300,"23,99,522","20,89,194",0.870670909,"4,040","2,305",0.570544554,CD Eligible,4005300
"1,427",4,4005400,"20,18,588","16,00,756",0.793007786,"5,625","3,045",0.541333333,CD Eligible,4005400
"1,428",4,4005500,"20,10,444","5,20,046",0.258672214,945,535,0.566137566,Ineligible,4005500
"1,429",4,4005700,"31,67,161","14,48,787",0.457440275,"4,315","2,925",0.677867903,Ineligible,4005700
"1,430",4,4005800,"23,70,714","18,88,645",0.796656619,"5,780","2,280",0.394463668,Ineligible,4005800
"1,431",4,4005900,"19,81,711","15,42,923",0.778581236,"4,165","2,035",0.488595438,Ineligible,4005900
"1,432",4,4006100,"29,14,420","23,73,873",0.814526733,"5,980","3,195",0.534280936,CD Eligible,4006100
"1,433",4,4006201,"29,25,487","27,83,632",0.951510637,"5,985","2,240",0.374269006,Ineligible,4006201
"1,434",4,4006202,"30,00,295","24,37,524",0.812428111,"7,375","4,070",0.551864407,CD Eligible,4006202
"1,435",4,4006300,"28,30,812","22,58,450",0.797809957,"5,435","3,295",0.60625575,CD Eligible,4006300
"1,436",4,4006501,"16,72,083","15,02,135",0.898361505,"3,545","2,075",0.585331453,CD Eligible,4006501
"1,437",4,4006502,"19,10,994","15,93,927",0.834082682,"3,845","2,160",0.561768531,CD Eligible,4006502
"1,438",4,4006900,"26,66,037","20,96,131",0.786234775,"4,345","2,785",0.640966628,CD Eligible,4006900
"1,439",4,4007100,"22,31,149","16,78,523",0.75231327,"3,825","1,855",0.48496732,Ineligible,4007100
"1,440",4,4007300,"24,11,865","19,36,979",0.803104237,"4,365","2,595",0.594501718,CD Eligible,4007300
"1,441",4,4007500,"20,96,762","19,01,415",0.906833966,"4,315","1,880",0.435689455,Ineligible,4007500
"1,442",4,4007700,"11,72,880","7,96,205",0.678846088,"1,440",720,0.5,Ineligible,4007700
"1,443",4,4007900,"15,37,528","12,76,083",0.829957568,"3,425","2,590",0.75620438,CD Eligible,4007900
"1,444",4,4008100,"9,63,634","7,23,259",0.750553633,"1,205",715,0.593360996,CD Eligible,4008100
"1,445",4,4008300,"17,10,347","11,96,752",0.699712982,"3,510","2,400",0.683760684,CD Eligible,4008300
"1,446",4,4008500,"24,22,884","3,14,185",0.129673975,"1,110",905,0.815315315,Ineligible,4008500
"1,447",4,4008600,"13,53,693","9,49,989",0.701775809,"2,850","1,320",0.463157895,Ineligible,4008600
"1,448",4,4008700,"23,16,877.98","18,56,730.98",0.801393511,"5,110","4,305",0.842465753,CD Eligible,4008700
"1,449",4,4008800,"14,51,138","12,19,970",0.840698817,"3,930","1,455",0.370229008,Ineligible,4008800
"1,450",4,4009100,"13,99,250","11,00,618",0.786577095,"2,860","1,705",0.596153846,CD Eligible,4009100
"1,451",4,4009400,"10,18,795","8,02,400",0.787597112,"2,965","1,995",0.672849916,CD Eligible,4009400
"1,452",4,4009500,"9,35,589","8,81,133",0.941794955,"2,755","1,640",0.595281307,CD Eligible,4009500
"1,453",4,4009600,"10,54,785","8,50,496",0.806321667,"4,080","1,940",0.475490196,Ineligible,4009600
"1,454",4,4009700,"18,48,145","16,12,433",0.872460224,"3,415","1,350",0.395314788,Ineligible,4009700
"1,455",4,4009800,"8,87,979","7,16,205",0.806556236,"2,820","1,695",0.60106383,CD Eligible,4009800
"1,456",4,4009900,0,0,,0,0,,Ineligible,4009900
"1,457",4,4010000,"10,62,209","9,82,082",0.924565693,"3,830","2,550",0.665796345,CD Eligible,4010000
"1,458",4,4010100,"10,04,194","9,27,239",0.923366401,"2,500","1,370",0.548,CD Eligible,4010100
"1,459",4,4010200,"9,65,453","8,10,363",0.839360383,"3,155","2,030",0.643423138,CD Eligible,4010200
"1,460",4,4010300,"20,43,618","15,09,732",0.738754503,"3,815","2,190",0.574049803,CD Eligible,4010300
"1,461",4,4010400,"10,02,743","9,09,867",0.907378062,"3,445","1,785",0.518142235,CD Eligible,4010400
"1,462",4,4010500,"14,66,965","13,00,635",0.886616245,"4,115","2,610",0.634264885,CD Eligible,4010500
"1,463",4,4010600,"10,40,269","8,82,226",0.848074873,"3,720","1,910",0.51344086,CD Eligible,4010600
"1,464",4,4010701,"9,25,495",0,0,0,0,,Ineligible,4010701
"1,465",4,4010800,"9,32,283","8,24,102",0.883961201,"3,520","2,340",0.664772727,CD Eligible,4010800
"1,466",4,4011000,"9,76,373","8,24,885",0.844846181,"3,585","2,045",0.570432357,CD Eligible,4011000
"1,467",4,4011100,"11,94,411","10,60,737",0.88808375,"3,440","1,780",0.51744186,CD Eligible,4011100
"1,468",4,4011200,"11,09,002","7,11,862",0.641894244,"2,135","1,535",0.718969555,CD Eligible,4011200
"1,469",4,4011300,"18,44,957","15,32,156",0.830456211,"4,210","2,565",0.609263658,CD Eligible,4011300
"1,470",4,4011400,"7,55,137","3,40,148",0.450445416,"1,050",670,0.638095238,Ineligible,4011400
"1,471",4,4011500,"16,57,878","9,35,906",0.564520429,"2,355","1,465",0.622080679,CD Eligible,4011500
"1,472",4,4011600,"7,01,623","6,14,183",0.875374667,"2,310","1,375",0.595238095,CD Eligible,4011600
"1,473",4,4011700,"16,71,239","14,14,673",0.846481562,"3,705","1,855",0.500674764,Ineligible,4011700
"1,474",4,4011800,"8,08,749","6,99,681",0.865139864,"2,765","1,905",0.688969259,CD Eligible,4011800
"1,475",4,4011900,"9,49,929","6,22,856",0.655686899,"1,675","1,155",0.689552239,CD Eligible,4011900
"1,476",4,4012000,"8,96,884","6,53,754",0.728917006,"2,470","1,795",0.726720648,CD Eligible,4012000
"1,477",4,4012100,"9,99,194","8,63,555",0.864251587,"2,230","1,265",0.567264574,CD Eligible,4012100
"1,478",4,4012200,"11,56,812","9,12,092",0.788453094,"3,630","2,105",0.579889807,CD Eligible,4012200
"1,479",4,4012301,"36,42,698","12,11,420",0.332561195,"2,670",885,0.331460674,Ineligible,4012301
"1,480",4,4012400,"11,11,696","8,27,804",0.744631626,"3,120","1,875",0.600961538,CD Eligible,4012400
"1,481",4,4012500,"6,89,792","6,17,591",0.895329317,"1,830","1,185",0.647540984,CD Eligible,4012500
"1,482",4,4012601,"8,18,578","7,17,788",0.876871844,"2,725","1,640",0.601834862,CD Eligible,4012601
"1,483",4,4012602,"8,33,079","7,54,080",0.905172259,"2,665","1,530",0.574108818,CD Eligible,4012602
"1,484",4,4012800,"10,22,815","8,35,639",0.816999164,"2,245","1,110",0.494432071,Ineligible,4012800
"1,485",4,4013000,"9,32,139","7,15,014",0.767068002,"1,625",860,0.529230769,CD Eligible,4013000
"1,486",4,4013200,"10,64,604","7,69,147",0.722472393,"2,305","1,415",0.613882863,CD Eligible,4013200
"1,487",4,4013400,"31,23,167","28,75,737",0.92077593,"5,920","3,725",0.629222973,CD Eligible,4013400
"1,488",4,4013500,"6,57,254","5,79,535",0.881751956,"1,695",835,0.492625369,Ineligible,4013500
"1,489",4,4013600,"11,60,929","9,92,056",0.854536324,"2,060",775,0.376213592,Ineligible,4013600
"1,490",4,4013700,"11,13,160","7,29,648",0.655474505,"1,790","1,045",0.583798883,CD Eligible,4013700
"1,491",4,4013800,"16,33,365","14,96,411",0.916152238,"3,590","1,945",0.54178273,CD Eligible,4013800
"1,492",4,4014000,"16,40,426","15,11,131",0.921182059,"3,715","1,485",0.399730821,Ineligible,4014000
"1,493",4,4014100,"12,94,805","5,43,882",0.420049351,"1,730","1,070",0.61849711,Ineligible,4014100
"1,494",4,4014201,"15,30,725","12,28,043",0.802262327,"4,450","3,300",0.741573034,CD Eligible,4014201
"1,495",4,4014202,"31,42,623","6,12,607",0.194934932,"2,425","1,320",0.544329897,Ineligible,4014202
"1,496",4,4014300,"16,30,303","13,63,782",0.836520573,"4,060","2,435",0.599753695,CD Eligible,4014300
"1,497",4,4014400,"12,68,292","5,66,002",0.446271048,"2,035","1,205",0.592137592,Ineligible,4014400
"1,498",4,4014500,"10,32,613","8,15,082",0.789339278,"2,310","1,540",0.666666667,CD Eligible,4014500
"1,499",4,4014700,"13,80,348","11,55,352",0.837000525,"3,360","1,885",0.561011905,CD Eligible,4014700
"1,500",4,4014800,"6,09,433","5,63,291",0.924287001,"2,200","1,490",0.677272727,CD Eligible,4014800
"1,501",4,4014900,"12,65,489","8,49,882",0.67158387,"2,430","1,325",0.54526749,CD Eligible,4014900
"1,502",4,4015000,"6,43,644","6,39,001",0.992786385,"2,895","1,525",0.526770294,CD Eligible,4015000
"1,503",4,4015100,"11,20,087","9,37,520",0.837006411,"2,705","1,375",0.50831793,Ineligible,4015100
"1,504",4,4015200,"8,60,306","7,19,853",0.836740648,"2,810","1,420",0.505338078,Ineligible,4015200
"1,505",4,4015300,"10,04,511","8,12,548",0.808899056,"2,080","1,330",0.639423077,CD Eligible,4015300
"1,506",4,4015400,"8,03,112","6,13,777",0.764248324,"2,520","1,555",0.617063492,CD Eligible,4015400
"1,507",4,4015500,"15,03,987","8,51,593",0.566223644,"2,335","1,325",0.56745182,CD Eligible,4015500
"1,508",4,4015600,"10,35,728","8,43,588",0.814487974,"3,100","1,865",0.601612903,CD Eligible,4015600
"1,509",4,4015700,"12,00,960","5,30,108",0.441403544,"1,455","1,085",0.745704467,Ineligible,4015700
"1,510",4,4015801,"11,68,239","9,77,536",0.836760286,"3,565","2,145",0.601683029,CD Eligible,4015801
"1,511",4,4015802,"15,29,838","11,35,437",0.742194272,"4,680","2,280",0.487179487,Ineligible,4015802
"1,512",4,4015900,"17,86,373","15,07,593",0.843940767,"3,970","2,870",0.722921914,CD Eligible,4015900
"1,513",4,4016100,"9,89,548","7,16,208",0.723772874,"2,605","1,885",0.723608445,CD Eligible,4016100
"1,514",4,4016300,"19,51,266","14,23,415",0.729482808,"3,790","2,860",0.754617414,CD Eligible,4016300
"1,515",4,4016400,"8,44,503","8,34,257",0.98786742,"3,680","1,755",0.476902174,Ineligible,4016400
"1,516",4,4016600,"9,96,618","8,59,453",0.862369534,"3,395","1,760",0.518409426,CD Eligible,4016600
"1,517",4,4016800,"7,89,586","7,44,629",0.943062567,"3,405","1,845",0.54185022,CD Eligible,4016800
"1,518",4,4016900,"22,86,727","20,10,405",0.879162663,"5,565","2,640",0.474393531,Ineligible,4016900
"1,519",4,4017000,"9,23,064","6,61,877",0.717043455,"2,330","1,290",0.553648069,CD Eligible,4017000
"1,520",4,4017100,"43,63,896","4,51,390",0.103437387,0,0,,Ineligible,4017100
"1,521",4,4017200,"6,60,485","5,76,861",0.873390009,"2,355","1,180",0.501061571,Ineligible,4017200
"1,522",4,4017400,"6,77,245","6,53,985",0.96565497,"2,850","1,515",0.531578947,CD Eligible,4017400
"1,523",4,4017600,"7,60,606","6,20,435",0.81571142,"2,490","1,455",0.584337349,CD Eligible,4017600
"1,524",4,4017800,"6,12,745","5,41,362",0.883502925,"2,240","1,455",0.649553571,CD Eligible,4017800
"1,525",4,4017900,"58,51,301","3,29,740",0.056353279,995,600,0.603015075,Ineligible,4017900
"1,526",4,4018000,"4,35,683","3,17,885",0.729624521,"1,455","1,090",0.749140893,CD Eligible,4018000
"1,527",4,4018101,"16,03,211","14,19,942",0.885686288,"4,295","3,040",0.707799767,CD Eligible,4018101
"1,528",4,4018102,"19,44,478","17,42,343",0.896046651,"3,755","2,270",0.604527297,CD Eligible,4018102
"1,529",4,4018200,"8,40,746","7,08,017",0.84212949,"2,415","1,300",0.538302277,CD Eligible,4018200
"1,530",4,4018300,"25,61,909","22,24,481",0.868290404,"6,320","3,750",0.59335443,CD Eligible,4018300
"1,531",4,4018401,"8,52,336","6,96,447",0.817103818,"2,270","1,235",0.544052863,CD Eligible,4018401
"1,532",4,4018402,"8,42,246","6,32,062",0.750448206,"2,170","1,230",0.566820276,CD Eligible,4018402
"1,533",4,4018501,"14,34,120","13,73,130",0.957472178,"3,685","2,115",0.57394844,CD Eligible,4018501
"1,534",4,4018502,"14,66,398","13,35,989",0.911068482,"3,555","2,135",0.600562588,CD Eligible,4018502
"1,535",4,4018600,"5,04,476","4,98,669",0.988489046,"1,905","1,145",0.601049869,CD Eligible,4018600
"1,536",4,4018700,"12,11,269","9,08,954",0.750414648,"3,055","1,695",0.554828151,CD Eligible,4018700
"1,537",4,4018800,"4,51,493","4,26,721",0.945133147,"1,465",575,0.392491468,Ineligible,4018800
"1,538",4,4018900,"23,68,995","11,38,357",0.480523175,"3,460","2,355",0.680635838,Ineligible,4018900
"1,539",4,4019000,"7,31,204","6,30,374",0.862104146,"2,290",880,0.384279476,Ineligible,4019000
"1,540",4,4019200,"8,88,069","6,42,697",0.723701649,"2,010","1,070",0.532338308,CD Eligible,4019200
"1,541",4,4019400,"8,71,640","8,45,029",0.969470194,"2,510","1,230",0.490039841,Ineligible,4019400
"1,542",4,4019600,"10,32,610","8,31,640",0.805376667,"2,745","1,935",0.704918033,CD Eligible,4019600
"1,543",4,4019800,"9,56,667","8,63,807",0.902933832,"2,980","2,190",0.734899329,CD Eligible,4019800
"1,544",4,4019900,"81,77,120","1,65,484",0.020237443,620,355,0.572580645,Ineligible,4019900
"1,545",4,4020200,"5,06,384","4,40,532",0.869956397,"1,695","1,220",0.719764012,CD Eligible,4020200
"1,546",4,4020400,"11,04,007","5,88,476",0.533036475,"2,175","1,385",0.636781609,CD Eligible,4020400
"1,547",4,4020500,"17,71,132","2,80,242",0.158227619,985,560,0.568527919,Ineligible,4020500
"1,548",4,4020600,"7,64,462","5,17,953",0.677539237,"1,855","1,050",0.566037736,CD Eligible,4020600
"1,549",4,4020800,"29,85,250","15,55,144",0.520942635,"2,555","1,410",0.5518591,CD Eligible,4020800
"1,550",4,4021200,"15,78,397","6,42,879",0.407298671,"2,095","1,540",0.735083532,Ineligible,4021200
"1,551",4,4021400,"26,98,564","18,09,408",0.670507722,"6,415","4,110",0.640685892,CD Eligible,4021400
"1,552",4,4021600,"31,16,397","17,07,826",0.548012978,"4,370","2,310",0.528604119,CD Eligible,4021600
"1,553",4,4021900,"64,63,645","1,792",0.000277243,0,0,,Ineligible,4021900
"1,554",4,4022001,"31,03,072","27,69,400",0.892470429,"5,615","2,725",0.485307213,Ineligible,4022001
"1,555",4,4022002,"26,34,896","24,97,265",0.94776606,"6,425","3,145",0.489494163,Ineligible,4022002
"1,556",4,4022900,"3,79,588.89",600,0.001580657,0,0,,Ineligible,4022900
"1,557",4,4023000,"7,20,830","5,77,773",0.801538504,"2,430","1,035",0.425925926,Ineligible,4023000
"1,558",4,4023200,"23,07,444","18,35,446",0.795445523,"5,260","2,630",0.5,Ineligible,4023200
"1,559",4,4023500,"25,60,254.11","17,23,479",0.673167165,"8,855","6,900",0.779220779,CD Eligible,4023500
"1,560",4,4023600,"17,52,330","12,67,525",0.723336929,"2,700","1,780",0.659259259,CD Eligible,4023600
"1,561",4,4023800,"20,44,431","13,61,964",0.666182424,"4,665","3,610",0.773847803,CD Eligible,4023800
"1,562",4,4024000,"44,09,903","18,58,643",0.421470268,"6,000","4,465",0.744166667,Ineligible,4024000
"1,563",4,4024300,"34,49,044","18,53,091",0.537276706,"6,120","4,070",0.66503268,CD Eligible,4024300
"1,564",4,4024500,"25,63,927","22,65,507",0.883608231,"6,145","2,910",0.473555736,Ineligible,4024500
"1,565",4,4024600,"8,62,126",0,0,0,0,,Ineligible,4024600
"1,566",4,4024700,"5,46,375","4,28,836",0.784874857,"1,575","1,020",0.647619048,CD Eligible,4024700
